,Postal code,Building type,2020Q1 Price per square meter (EUR/m2),2020Q2 Price per square meter (EUR/m2),2020Q3 Price per square meter (EUR/m2),2020Q4 Price per square meter (EUR/m2),2021Q1* Price per square meter (EUR/m2),2021Q2* Price per square meter (EUR/m2),label6,label8,label10,Location
2287,15520,"Blocks of flats, two-room flat",1219.0,1258.5,1298.0,1147.0,1147.0,1147.0,1,5,3,Saksala   (Lahti )
2299,15550,"Blocks of flats, two-room flat",992.0,992.0,992.0,992.0,992.0,992.0,3,3,7,Rakokivi   (Lahti )
2305,15560,"Blocks of flats, two-room flat",1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,1,5,3,Nastola kk   (Lahti )
2323,15700,"Blocks of flats, two-room flat",2292.0,1492.0,1730.0,1687.0,1633.0,1633.0,1,1,0,Hennala-Jokimaa   (Hollola )
2329,15800,"Blocks of flats, two-room flat",1953.0,1953.0,1953.0,1953.0,1953.0,1953.0,5,0,8,Kärpänen   (Lahti )
2341,15830,"Blocks of flats, two-room flat",792.0,804.3333333333334,816.6666666666666,829.0,807.0,807.0,3,3,7,Metsäkangas   (Lahti )
2359,15860,"Blocks of flats, two-room flat",997.0,966.0,966.0,966.0,966.0,966.0,3,3,7,Kartano   (Hollola )
2365,15870,"Blocks of flats, two-room flat",985.0,985.0,985.0,985.0,985.0,985.0,3,3,7,Salpakangas   (Hollola )
2371,15880,"Blocks of flats, two-room flat",862.0,862.0,862.0,862.0,862.0,862.0,3,3,7,Soramäki   (Hollola )
2383,15950,"Blocks of flats, two-room flat",1466.5,1435.75,1405.0,1673.0,1673.0,1673.0,1,1,0,Kiikkula   (Lahti )
2413,16300,"Blocks of flats, two-room flat",871.0,871.0,871.0,871.0,871.0,871.0,3,3,7,Orimattila Keskus   (Orimattila )
2461,16900,"Blocks of flats, two-room flat",837.0,837.0,837.0,837.0,837.0,837.0,3,3,7,Lammi kk   (Hämeenlinna )
2479,17200,"Blocks of flats, two-room flat",1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1,5,3,Vääksy Keskus   (Asikkala )
2497,17800,"Blocks of flats, two-room flat",647.0,647.0,647.0,647.0,647.0,647.0,3,3,4,Kuhmoinen Keskus   (Kuhmoinen )
2503,18100,"Blocks of flats, two-room flat",1239.6,1261.0,1383.0,949.0,1166.0,1281.0,1,5,3,Heinola Keskus   (Heinola )
2515,18130,"Blocks of flats, two-room flat",732.0,732.0,732.0,732.0,732.0,732.0,3,3,4,Tommola-Sahanniemi   (Heinola )
2521,18150,"Blocks of flats, two-room flat",974.0,974.0,974.0,974.0,974.0,974.0,3,3,7,Jyränkö   (Heinola )
2527,18200,"Blocks of flats, two-room flat",735.0,735.0,735.0,735.0,735.0,735.0,3,3,4,Kaakonlampi-Pyhätön   (Heinola )
2641,20100,"Blocks of flats, two-room flat",3553.0,3370.0,3574.0,3743.0,3604.0,3624.0,0,4,2,Turku Keskus   (Turku )
2647,20200,"Blocks of flats, two-room flat",2925.0,2642.5,2360.0,3041.0,2960.5,2880.0,0,4,2,Iso-Heikkilä   (Turku )
2653,20210,"Blocks of flats, two-room flat",1177.3333333333333,1191.0,1190.0,1327.0,1327.0,1327.0,1,5,3,Pahaniemi   (Turku )
2659,20240,"Blocks of flats, two-room flat",1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1,5,3,Pansio-Perno   (Turku )
2671,20300,"Blocks of flats, two-room flat",2646.0,2848.0,2704.0,2597.0,2870.0,3413.0,0,4,2,Pohjola-Kastu   (Turku )
2677,20320,"Blocks of flats, two-room flat",1784.0,1790.5,1797.0,1781.0,1895.0,2206.0,5,0,8,Kuninkoja-Mälikkälä   (Turku )
2683,20360,"Blocks of flats, two-room flat",1331.0,1298.0,1417.0,1288.0,1310.0,1339.0,1,5,3,Kärsämäki-Urusvuori-Halinen   (Turku )
2701,20460,"Blocks of flats, two-room flat",907.0,907.0,907.0,907.0,907.0,907.0,3,3,7,Jäkärlä   (Turku )
2707,20500,"Blocks of flats, two-room flat",3282.0,3444.0,3606.0,3387.0,3441.0,3617.0,0,4,2,Vesilinna   (Turku )
2713,20520,"Blocks of flats, two-room flat",3662.25,3777.0,3753.6666666666665,3730.3333333333335,3707.0,3707.0,0,4,2,Kupittaa   (Turku )
2719,20540,"Blocks of flats, two-room flat",2312.4285714285716,2357.714285714286,2403.0,2423.0,2443.0,2463.0,5,6,6,Nummi-Ylioppilaskylä   (Turku )
2725,20610,"Blocks of flats, two-room flat",1261.0,1284.8,1308.6,1332.4,1356.2,1380.0,1,5,3,Varissuo   (Turku )
2731,20660,"Blocks of flats, two-room flat",2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,5,0,5,Littoinen   (Kaarina )
2737,20700,"Blocks of flats, two-room flat",3225.0,3502.0,3532.0,3285.0,3342.0,3919.0,0,4,2,Vartiovuori-Samppalinna   (Turku )
2743,20720,"Blocks of flats, two-room flat",2391.0,2638.0,2591.5,2545.0,2498.5,2452.0,5,6,6,Vasaramäki   (Turku )
2755,20740,"Blocks of flats, two-room flat",1924.1818181818182,1957.5454545454545,1990.909090909091,2024.2727272727273,2057.6363636363635,2091.0,5,0,5,Ilpoinen-Harittu   (Turku )
2761,20750,"Blocks of flats, two-room flat",977.0,1076.0,1066.75,1057.5,1048.25,1039.0,3,3,7,Huhkola-Lauste-Vaala   (Turku )
2767,20760,"Blocks of flats, two-room flat",1978.0,1978.0,1978.0,1978.0,1978.0,1978.0,5,0,8,Piispanristi   (Kaarina )
2773,20780,"Blocks of flats, two-room flat",2051.0,2308.0,2088.0,1899.0,1868.0,2138.0,5,0,8,Kaarina Keskus   (Kaarina )
2779,20810,"Blocks of flats, two-room flat",3279.0,3261.0,3209.0,3435.0,3378.0,3713.0,0,4,2,Martti-Korppolaismäki   (Turku )
2785,20880,"Blocks of flats, two-room flat",1957.0,1917.0,1877.0,1956.5,2036.0,2036.0,5,0,8,Uittamo   (Turku )
2803,21100,"Blocks of flats, two-room flat",1969.0,2004.5,2040.0,2159.0,2278.0,2357.0,5,0,5,Naantali Keskus   (Naantali )
2809,21110,"Blocks of flats, two-room flat",1370.5714285714287,1353.7857142857142,1337.0,1337.0,1337.0,1337.0,1,5,3,Taimo-Nuhjala-Lietsala   (Naantali )
2851,21200,"Blocks of flats, two-room flat",1753.0,1597.0,1699.0,1774.0,1684.0,1818.0,1,1,0,Raisio Keskus   (Raisio )
2857,21210,"Blocks of flats, two-room flat",1109.0,1109.0,1109.0,1109.0,1109.0,1109.0,1,5,3,Hakinmäki   (Raisio )
2863,21220,"Blocks of flats, two-room flat",940.0,940.0,940.0,940.0,940.0,940.0,3,3,7,Somersoja   (Raisio )
2953,21420,"Blocks of flats, two-room flat",1724.0,1907.5,2091.0,2274.5,2458.0,2458.0,5,0,5,Lieto Keskus   (Lieto )
2977,21500,"Blocks of flats, two-room flat",1376.2903225806451,1381.6451612903224,1387.0,1257.0,1257.0,1257.0,1,5,3,Piikkiö   (Kaarina )
2983,21530,"Blocks of flats, two-room flat",1298.6,1268.8,1239.0,1268.5,1298.0,1298.0,1,5,3,Paimio Keskus   (Paimio )
3013,21600,"Blocks of flats, two-room flat",1131.0,1213.0,1295.0,1313.0,1179.0,1496.0,1,5,3,Parainen Keskus   (Parainen )
3169,23500,"Blocks of flats, two-room flat",1130.3333333333333,1115.6666666666667,1101.0,1144.0,1031.0,1465.0,1,5,3,Uusikaupunki Keskus   (Uusikaupunki )
3181,23800,"Blocks of flats, two-room flat",997.6,1028.8,1060.0,1060.0,1060.0,1060.0,3,3,7,Laitila Keskus   (Laitila )
3199,24100,"Blocks of flats, two-room flat",1565.0,1311.0,1424.0,1425.0,1344.0,1418.0,1,5,3,Salo Keskus   (Salo )
3211,24240,"Blocks of flats, two-room flat",1204.8333333333333,1153.6666666666667,1102.5,1051.3333333333333,1000.1666666666667,949.0,3,3,7,Rappula   (Salo )
3217,24260,"Blocks of flats, two-room flat",944.0,944.0,944.0,944.0,944.0,944.0,3,3,7,Ollikkala   (Salo )
3229,24800,"Blocks of flats, two-room flat",1241.6666666666667,1240.1333333333334,1238.6,1237.0666666666666,1235.5333333333333,1234.0,1,5,3,Halikko Keskus   (Salo )
3433,25900,"Blocks of flats, two-room flat",,,,877.0,877.0,877.0,3,3,7,Taalintehdas   (Kemiönsaari )
3445,26100,"Blocks of flats, two-room flat",1500.0,1387.0,1365.0,1307.0,1423.0,1545.0,1,5,3,Rauma Keskus   (Rauma )
3451,26200,"Blocks of flats, two-room flat",1099.0,1099.0,1099.0,1099.0,1099.0,1099.0,3,3,7,Merirauma-Kappelinluhta   (Rauma )
3469,26660,"Blocks of flats, two-room flat",851.4285714285714,866.2857142857143,881.1428571428571,896.0,896.0,896.0,3,3,7,Paroalho   (Rauma )
3541,27500,"Blocks of flats, two-room flat",770.0,770.0,770.0,770.0,770.0,770.0,3,3,4,Kauttua   (Eura )
3631,28100,"Blocks of flats, two-room flat",1971.0,1900.0,1913.0,1867.0,1798.0,1601.0,5,0,8,Pori Keskus   (Pori )
3637,28120,"Blocks of flats, two-room flat",1190.2857142857142,1186.7142857142858,1183.142857142857,1179.5714285714287,1176.0,1176.0,1,5,3,Käppärä-Isomäki   (Pori )
3643,28130,"Blocks of flats, two-room flat",1200.0,1667.0,1714.0,1932.0,1600.5,1269.0,1,1,0,Impola   (Pori )
3649,28190,"Blocks of flats, two-room flat",766.0,766.0,766.0,766.0,766.0,766.0,3,3,4,Pormestarinluoto   (Pori )
3685,28330,"Blocks of flats, two-room flat",808.0,808.0,808.0,808.0,808.0,808.0,3,3,4,Koivistonluoto   (Pori )
3691,28360,"Blocks of flats, two-room flat",,,,,,658.0,3,3,4,Vanhakoivisto   (Pori )
3697,28370,"Blocks of flats, two-room flat",552.5,550.3333333333334,548.1666666666666,546.0,546.0,546.0,3,3,4,Sampola   (Pori )
3703,28400,"Blocks of flats, two-room flat",982.0,982.0,982.0,982.0,982.0,982.0,3,3,7,Ulvila Keskus   (Ulvila )
3757,28800,"Blocks of flats, two-room flat",558.0,558.0,558.0,558.0,558.0,558.0,3,3,4,Pihlava   (Pori )
3787,29200,"Blocks of flats, two-room flat",640.0,640.0,640.0,640.0,640.0,640.0,3,3,4,Harjavalta Keskus   (Harjavalta )
3793,29250,"Blocks of flats, two-room flat",963.0,963.0,963.0,963.0,963.0,963.0,3,3,7,Nakkila Keskus   (Nakkila )
3859,30100,"Blocks of flats, two-room flat",1250.0,1171.0,1092.0,1013.0,1055.0,1202.0,1,5,3,Forssa Keskus   (Tammela )
3865,30300,"Blocks of flats, two-room flat",619.6666666666666,619.3333333333334,619.0,618.6666666666666,618.3333333333334,618.0,3,3,4,Viksberg   (Forssa )
3871,30420,"Blocks of flats, two-room flat",999.8888888888889,985.4444444444445,971.0,971.0,971.0,971.0,3,3,7,Tölö   (Forssa )
3979,32200,"Blocks of flats, two-room flat",998.0,935.0,872.0,809.0,855.0,855.0,3,3,7,Loimaa Keskus   (Loimaa )
3985,32210,"Blocks of flats, two-room flat",684.0,684.0,684.0,684.0,684.0,684.0,3,3,4,Loimaa kk   (Loimaa )
4045,32700,"Blocks of flats, two-room flat",926.5,962.625,998.75,1034.875,1071.0,1071.0,3,3,7,Huittinen Keskus   (Huittinen )
4087,33100,"Blocks of flats, two-room flat",3808.0,3876.0,3911.0,3839.0,4141.0,4632.0,0,4,2,Tampere Keskus   (Tampere )
4093,33180,"Blocks of flats, two-room flat",4203.0,4203.0,4203.0,4203.0,4203.0,4203.0,2,7,9,Lapinniemi-Käpylä   (Tampere )
4099,33200,"Blocks of flats, two-room flat",3806.0,3937.0,3761.0,3779.0,4114.0,3978.0,0,4,2,Tampere Keskus Läntinen   (Tampere )
4105,33210,"Blocks of flats, two-room flat",3605.0,3750.0,3824.3333333333335,3898.6666666666665,3973.0,3859.0,0,4,2,Itä-Amuri-Tammerkoski   (Tampere )
4111,33230,"Blocks of flats, two-room flat",3507.0,3729.0,3839.0,3249.0,4144.0,3752.0,0,4,2,Länsi-Amuri   (Tampere )
4117,33240,"Blocks of flats, two-room flat",2868.0,2868.0,2868.0,2868.0,2868.0,2868.0,0,4,2,Tahmela   (Tampere )
4123,33250,"Blocks of flats, two-room flat",2992.0,2992.0,2992.0,2992.0,2992.0,2992.0,0,4,2,Pispala   (Tampere )
4129,33270,"Blocks of flats, two-room flat",2541.0,2434.0,2577.3333333333335,2720.6666666666665,2864.0,2701.0,5,6,6,Epilä   (Tampere )
4135,33300,"Blocks of flats, two-room flat",2194.6666666666665,2213.3333333333335,2232.0,1851.0,1851.0,1851.0,5,0,8,Rahola   (Tampere )
4141,33310,"Blocks of flats, two-room flat",1687.0,1801.6666666666667,1916.3333333333333,2031.0,1853.0,1853.0,5,0,8,Tesoma   (Tampere )
4147,33330,"Blocks of flats, two-room flat",1863.5,1893.0,1922.5,1952.0,1981.5,2011.0,5,0,8,Myllypuro-Kalkku   (Tampere )
4153,33340,"Blocks of flats, two-room flat",1314.0,1314.0,1314.0,1314.0,1314.0,1314.0,1,5,3,Haukiluoma-Ikuri   (Tampere )
4159,33400,"Blocks of flats, two-room flat",3053.0,3205.0,3357.0,3359.0,3361.0,2961.0,0,4,2,Luoteis-Tampere   (Tampere )
4165,33410,"Blocks of flats, two-room flat",1779.0,1884.0,1663.0,2211.0,2326.0,2012.0,5,0,5,Lentävänniemi   (Tampere )
4189,33470,"Blocks of flats, two-room flat",1638.8,1530.0,1941.0,1941.0,1941.0,1941.0,5,0,8,Ylöjärvi Keskus   (Ylöjärvi )
4201,33500,"Blocks of flats, two-room flat",3375.0,3373.0,3515.0,3644.0,3474.0,3503.0,0,4,2,Osmonmäki-Petsamo   (Tampere )
4207,33520,"Blocks of flats, two-room flat",2245.0,2245.0,2245.0,2245.0,2245.0,2245.0,5,0,5,Keskussairaala-alue-Kauppi   (Tampere )
4213,33530,"Blocks of flats, two-room flat",2762.0,2812.0,2793.0,2774.0,3270.0,3129.0,0,4,2,Kissanmaa   (Tampere )
4219,33540,"Blocks of flats, two-room flat",3332.0,3161.0,3440.0,3731.0,3531.0,3738.0,0,4,2,Kaleva   (Tampere )
4225,33560,"Blocks of flats, two-room flat",2533.0,2513.0,2497.0,2481.0,2465.0,2342.0,5,6,6,Takahuhti   (Tampere )
4231,33580,"Blocks of flats, two-room flat",2779.0,2664.0,2549.0,2497.0,2826.0,2627.0,5,6,6,Atala-Linnainmaa   (Tampere )
4255,33710,"Blocks of flats, two-room flat",2041.6666666666667,2010.0,2085.0,2086.5,2088.0,2088.0,5,0,5,Kaukajärvi   (Tampere )
4261,33720,"Blocks of flats, two-room flat",1935.0,1797.0,1892.0,2013.0,1825.0,1841.0,5,0,8,Hervanta   (Tampere )
4273,33800,"Blocks of flats, two-room flat",2448.0,2568.0,2546.0,2718.0,2890.0,3062.0,5,6,6,Nekala   (Tampere )
4279,33820,"Blocks of flats, two-room flat",2088.0,1973.0,2065.25,2157.5,2249.75,2342.0,5,0,5,Koivistonkylä   (Tampere )
4285,33840,"Blocks of flats, two-room flat",1818.6666666666667,1808.3333333333333,1798.0,1826.5,1855.0,1841.0,5,0,8,Peltolammi   (Tampere )
4291,33850,"Blocks of flats, two-room flat",1335.1176470588234,1353.0588235294117,1371.0,1371.0,1371.0,1371.0,1,5,3,Multisilta   (Pirkkala )
4297,33870,"Blocks of flats, two-room flat",3251.0,3245.0,3559.0,3440.0,3428.0,3416.0,0,4,2,Vuores   (Lempäälä )
4303,33880,"Blocks of flats, two-room flat",1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1,1,0,Höytämö   (Lempäälä )
4309,33900,"Blocks of flats, two-room flat",3185.0,3328.0,2876.0,3398.0,3501.0,3139.0,0,4,2,Härmälä-Rantaperkiö   (Tampere )
4321,33950,"Blocks of flats, two-room flat",2216.0,2856.0,2856.0,2856.0,2856.0,2856.0,5,6,6,Killo   (Pirkkala )
4327,33960,"Blocks of flats, two-room flat",2896.5,2940.0,2724.5,2509.0,2509.0,2509.0,5,6,6,Suuppa   (Pirkkala )
4375,34600,"Blocks of flats, two-room flat",645.0,645.0,645.0,645.0,645.0,645.0,3,3,4,Ruovesi Keskus-Nenonen   (Ruovesi )
4381,34800,"Blocks of flats, two-room flat",936.0,936.0,936.0,936.0,936.0,936.0,3,3,7,Virrat Keskus   (Virrat )
4411,35300,"Blocks of flats, two-room flat",860.0,886.0,912.0,938.0,938.0,938.0,3,3,7,Orivesi Keskus   (Orivesi )
4465,35700,"Blocks of flats, two-room flat",572.0,572.0,572.0,572.0,572.0,572.0,3,3,4,Vilppula Keskus   (Mänttä-Vilppula )
4471,35800,"Blocks of flats, two-room flat",566.0,566.0,566.0,566.0,566.0,566.0,3,3,4,Mänttä   (Mänttä-Vilppula )
4501,36200,"Blocks of flats, two-room flat",1968.0,2040.0,1653.0,1971.0,2016.0,2061.0,5,0,8,Kangasala Keskus   (Kangasala )
4507,36220,"Blocks of flats, two-room flat",2209.0,1532.0,1532.0,1532.0,1532.0,1532.0,1,1,0,Suorama   (Kangasala )
4513,36240,"Blocks of flats, two-room flat",1738.0,1875.0,2012.0,1935.0,1858.0,1781.0,5,0,8,Nattari   (Kangasala )
4591,37100,"Blocks of flats, two-room flat",1366.0,1434.0,1502.0,1555.0,1749.0,1815.0,1,1,0,Nokia Keskus   (Nokia )
4597,37120,"Blocks of flats, two-room flat",1624.875,1581.25,1537.625,1494.0,1480.0,1466.0,1,1,0,Koskenmäki   (Nokia )
4621,37200,"Blocks of flats, two-room flat",679.0,679.0,679.0,679.0,679.0,679.0,3,3,4,Siuro   (Nokia )
4657,37500,"Blocks of flats, two-room flat",1873.0,2069.0,2082.0,2095.0,2108.0,2010.0,5,0,5,Lempäälä Keskus   (Lempäälä )
4681,37600,"Blocks of flats, two-room flat",1121.0,1270.0,1107.0,1070.0,1163.0,1259.0,1,5,3,Valkeakoski Keskus   (Valkeakoski )
4687,37630,"Blocks of flats, two-room flat",886.6363636363636,885.0909090909091,883.5454545454545,882.0,882.0,882.0,3,3,7,Vääräkoivu   (Valkeakoski )
4699,37800,"Blocks of flats, two-room flat",1633.0,1350.0,1067.0,998.0,1211.0,1211.0,1,5,3,Toijala keskus   (Akaa )
4741,38200,"Blocks of flats, two-room flat",1412.5,1447.0,1436.0,1613.0,1511.0,1501.0,1,1,0,Vammala Keskus   (Sastamala )
4747,38210,"Blocks of flats, two-room flat",930.7142857142857,930.2857142857143,929.8571428571429,929.4285714285714,929.0,929.0,3,3,7,Vammala Asemanseutu   (Sastamala )
4801,38700,"Blocks of flats, two-room flat",1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1,1,0,Kankaanpää Keskus   (Kankaanpää )
4807,38710,"Blocks of flats, two-room flat",670.0,670.0,670.0,670.0,670.0,670.0,3,3,4,Myllymäki   (Kankaanpää )
4855,39200,"Blocks of flats, two-room flat",936.0,936.0,936.0,936.0,936.0,936.0,3,3,7,Kyröskoski   (Hämeenkyrö )
4873,39500,"Blocks of flats, two-room flat",1306.0,1306.0,1306.0,1306.0,1306.0,1306.0,1,5,3,Ikaalinen Keskus   (Ikaalinen )
4885,39700,"Blocks of flats, two-room flat",1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1,5,3,Parkano Keskus   (Parkano )
4903,40100,"Blocks of flats, two-room flat",2728.0,2831.0,2780.0,2642.0,2783.0,2897.0,5,6,6,Jyväskylä Keskus   (Jyväskylä )
4909,40200,"Blocks of flats, two-room flat",2288.0,2303.0,2318.0,2182.0,2372.5,2563.0,5,6,6,Mannila-Taulumäki   (Jyväskylä )
4915,40250,"Blocks of flats, two-room flat",1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1,5,3,Ritoniemi-Lohikoski   (Jyväskylä )
4921,40270,"Blocks of flats, two-room flat",2029.3076923076924,2072.846153846154,2116.3846153846152,2159.923076923077,2203.4615384615386,2247.0,5,0,5,Pappilanrinne-Pappilanvuori   (Jyväskylä )
4927,40320,"Blocks of flats, two-room flat",1244.6666666666667,1320.3333333333333,1396.0,2051.0,1608.0,1621.0,1,1,0,Seppälän Teollisuusalue   (Jyväskylä )
4933,40340,"Blocks of flats, two-room flat",822.0,702.0,793.0,675.0,815.0,792.0,3,3,4,Huhtasuo   (Jyväskylä )
4939,40400,"Blocks of flats, two-room flat",2142.0,2142.0,2142.0,2142.0,2142.0,2142.0,5,0,5,Halssila   (Jyväskylä )
4945,40420,"Blocks of flats, two-room flat",1078.0,1078.0,1078.0,1078.0,1078.0,1078.0,3,3,7,Jyskä   (Jyväskylä )
4951,40500,"Blocks of flats, two-room flat",2302.8,2341.2,2379.6,2418.0,2418.0,2418.0,5,6,6,Keljo-Ristonmaa   (Jyväskylä )
4957,40520,"Blocks of flats, two-room flat",2350.0,2095.0,2179.0,2188.0,2135.0,1930.0,5,0,5,Kuokkala-Ristikivi   (Jyväskylä )
4969,40600,"Blocks of flats, two-room flat",1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,5,0,8,Mattilanpelto   (Jyväskylä )
4981,40630,"Blocks of flats, two-room flat",1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1,1,0,Kypärämäki   (Jyväskylä )
4987,40640,"Blocks of flats, two-room flat",961.0,821.0,904.0,929.5,955.0,955.0,3,3,7,Keltinmäki   (Jyväskylä )
4993,40700,"Blocks of flats, two-room flat",2290.0,2747.0,2611.0,2507.0,2571.0,2285.0,5,6,6,Mäki-Matti   (Jyväskylä )
4999,40720,"Blocks of flats, two-room flat",2312.0,2340.0,2368.0,2416.0,2252.0,2252.0,5,6,6,Nisula   (Jyväskylä )
5005,40740,"Blocks of flats, two-room flat",1587.0,1590.5,1594.0,1472.0,1350.0,2048.0,1,1,0,Kortepohja   (Jyväskylä )
5011,40800,"Blocks of flats, two-room flat",1227.0,1330.0,1433.0,1536.0,1183.0,830.0,1,5,3,Vaajakoski   (Jyväskylä )
5017,40820,"Blocks of flats, two-room flat",856.0,856.0,856.0,856.0,856.0,856.0,3,3,7,Vuoritsalo   (Jyväskylä )
5023,40900,"Blocks of flats, two-room flat",627.0,627.0,627.0,627.0,627.0,627.0,3,3,4,Säynätsalo   (Jyväskylä )
5035,40950,"Blocks of flats, two-room flat",1358.0,1303.5,1249.0,1249.0,1249.0,1249.0,1,5,3,Muurame Keskus   (Muurame )
5053,41160,"Blocks of flats, two-room flat",1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,3,3,7,Tikkakoski   (Jyväskylä )
5101,41330,"Blocks of flats, two-room flat",501.0,501.0,501.0,501.0,501.0,501.0,3,3,4,Vihtavuori   (Laukaa )
5107,41340,"Blocks of flats, two-room flat",1539.0,1539.0,1539.0,1539.0,1539.0,1539.0,1,1,0,Laukaa Keskus   (Laukaa )
5215,42100,"Blocks of flats, two-room flat",1037.0,1037.0,1037.0,1037.0,1037.0,1037.0,3,3,7,Jämsä Keskus   (Jämsä )
5227,42300,"Blocks of flats, two-room flat",485.0,485.0,485.0,485.0,485.0,485.0,3,3,4,Jämsänkoski Keskus   (Jämsä )
5245,42700,"Blocks of flats, two-room flat",598.0,619.0,640.0,661.0,682.0,682.0,3,3,4,Keuruu Keskus   (Keuruu )
5275,43100,"Blocks of flats, two-room flat",972.5,974.25,976.0,640.5,305.0,305.0,3,3,4,Saarijärvi Keskus   (Saarijärvi )
5329,44100,"Blocks of flats, two-room flat",1075.0,1019.3333333333334,963.6666666666667,908.0,1021.0,1021.0,3,3,7,Äänekoski Keskus   (Äänekoski )
5341,44150,"Blocks of flats, two-room flat",819.0,820.0,821.0,822.0,823.0,823.0,3,3,7,Likolahti-Karhunlähde   (Äänekoski )
5353,44200,"Blocks of flats, two-room flat",591.0,591.0,591.0,591.0,591.0,591.0,3,3,4,Suolahti Keskus   (Äänekoski )
5395,44500,"Blocks of flats, two-room flat",,,783.0,783.0,783.0,783.0,3,3,4,Viitasaari Keskus   (Viitasaari )
5431,45100,"Blocks of flats, two-room flat",1515.0,1247.0,1379.0,1177.0,1262.0,1432.0,1,5,3,Kouvola Keskus   (Kouvola )
5443,45130,"Blocks of flats, two-room flat",1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1,5,3,Korjala-Kaunisnurmi   (Kouvola )
5449,45150,"Blocks of flats, two-room flat",611.0,611.0,611.0,611.0,611.0,611.0,3,3,4,Kankaronmäki-Eskolanmäki   (Kouvola )
5455,45160,"Blocks of flats, two-room flat",877.6,927.0,811.0,695.0,718.0,741.0,3,3,4,Lehtomäki   (Kouvola )
5461,45200,"Blocks of flats, two-room flat",857.0,764.0,988.0,965.0,942.0,942.0,3,3,7,Tornionmäki   (Kouvola )
5497,45700,"Blocks of flats, two-room flat",757.0,988.0,772.0,866.0,1159.0,1159.0,3,3,7,Kuusankoski Keskus   (Kouvola )
5503,45720,"Blocks of flats, two-room flat",814.0,814.0,814.0,814.0,814.0,814.0,3,3,4,Kotiharju-Ruhjonmäki   (Kouvola )
5551,46800,"Blocks of flats, two-room flat",838.0,838.0,838.0,838.0,838.0,838.0,3,3,7,Myllykoski   (Kouvola )
5569,46900,"Blocks of flats, two-room flat",776.0,776.0,776.0,776.0,776.0,776.0,3,3,4,Inkeroinen   (Kouvola )
5611,48100,"Blocks of flats, two-room flat",1548.0,1407.0,1397.0,1381.0,1558.0,1570.0,1,1,0,Kotkansaari   (Kotka )
5623,48200,"Blocks of flats, two-room flat",926.0,917.5,909.0,900.5,892.0,892.0,3,3,7,Hovinsaari   (Kotka )
5659,48350,"Blocks of flats, two-room flat",577.0,577.0,577.0,577.0,577.0,577.0,3,3,4,Karhuvuori   (Kotka )
5677,48600,"Blocks of flats, two-room flat",903.0,1226.0,987.0,1098.0,1081.0,1273.0,3,3,7,Karhula   (Kotka )
5683,48700,"Blocks of flats, two-room flat",1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1,5,3,Kyminlinna   (Kotka )
5767,49400,"Blocks of flats, two-room flat",1022.5,1152.0,1071.0,1082.0,1414.0,1414.0,1,5,3,Hamina Keskus   (Hamina )
5845,50100,"Blocks of flats, two-room flat",1857.0,1734.0,1773.0,1958.0,1908.0,1694.0,5,0,8,Mikkeli Keskus   (Mikkeli )
5851,50120,"Blocks of flats, two-room flat",1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,1,5,3,Siekkilä   (Mikkeli )
5857,50130,"Blocks of flats, two-room flat",2026.142857142857,1980.4285714285713,1934.7142857142858,1889.0,1889.0,1889.0,5,0,8,Nuijamies   (Mikkeli )
5869,50160,"Blocks of flats, two-room flat",606.0,606.0,606.0,606.0,606.0,606.0,3,3,4,Kattilansilta   (Mikkeli )
5875,50170,"Blocks of flats, two-room flat",1741.0,1800.0,1859.0,1676.0,1493.0,1310.0,1,1,0,Peitsari   (Mikkeli )
5887,50190,"Blocks of flats, two-room flat",910.0,910.0,910.0,910.0,910.0,910.0,3,3,7,Tuppurala   (Mikkeli )
5923,50970,"Blocks of flats, two-room flat",2201.0,2201.0,2201.0,2201.0,2201.0,2201.0,5,0,5,Ihastjärvi   (Mikkeli )
5929,51200,"Blocks of flats, two-room flat",1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,3,3,7,Kangasniemi Keskus   (Kangasniemi )
5941,51900,"Blocks of flats, two-room flat",927.0,927.0,927.0,927.0,927.0,927.0,3,3,7,Juva Keskus   (Juva )
6001,52700,"Blocks of flats, two-room flat",1087.0,1087.0,1087.0,1087.0,1087.0,1087.0,3,3,7,Mäntyharju Keskus   (Mäntyharju )
6019,53100,"Blocks of flats, two-room flat",2499.0,2473.0,2299.0,2237.0,2150.0,2290.0,5,6,6,Lappeenranta keskus   (Lappeenranta )
6031,53200,"Blocks of flats, two-room flat",1453.0,1453.0,1453.0,1453.0,1453.0,1453.0,1,1,0,Kaukas-Tirilä   (Lappeenranta )
