,Postal code,Building type,2020Q1 Price per square meter (EUR/m2),2020Q2 Price per square meter (EUR/m2),2020Q3 Price per square meter (EUR/m2),2020Q4 Price per square meter (EUR/m2),2021Q1* Price per square meter (EUR/m2),2021Q2* Price per square meter (EUR/m2),label6,label8,label10,Location
2,00100,"Blocks of flats, three-room flat+",7205.0,6678.0,7178.0,7405.0,8053.0,8174.0,0,6,6,Helsinki Keskusta - Etu-Töölö   (Helsinki )
8,00120,"Blocks of flats, three-room flat+",7607.0,8060.0,8258.0,8146.0,8559.0,8389.0,0,6,6,Punavuori   (Helsinki )
14,00130,"Blocks of flats, three-room flat+",6101.0,6101.0,6101.0,6101.0,6101.0,6101.0,0,6,6,Kaartinkaupunki   (Helsinki )
20,00140,"Blocks of flats, three-room flat+",8232.0,9291.0,8590.0,9001.0,9646.0,9736.0,0,6,6,Kaivopuisto - Ullanlinna   (Helsinki )
26,00150,"Blocks of flats, three-room flat+",8860.0,8268.5,7677.0,8375.0,10117.0,9355.0,0,6,6,Eira - Hernesaari   (Helsinki )
32,00160,"Blocks of flats, three-room flat+",6875.0,8454.0,7128.0,6858.0,7991.0,6819.0,0,6,6,Katajanokka   (Helsinki )
38,00170,"Blocks of flats, three-room flat+",7039.0,7024.0,7523.0,7343.0,7810.0,7759.0,0,6,6,Kruununhaka   (Helsinki )
44,00180,"Blocks of flats, three-room flat+",6805.0,7944.0,8031.0,8118.0,7738.0,7738.0,0,6,6,Kamppi - Ruoholahti   (Helsinki )
56,00200,"Blocks of flats, three-room flat+",6443.0,6207.0,6259.0,6462.0,6673.0,6805.0,0,6,6,Lauttasaari   (Helsinki )
62,00210,"Blocks of flats, three-room flat+",6497.0,6606.0,6727.0,6883.0,6894.0,7324.0,0,6,6,Vattuniemi   (Helsinki )
74,00240,"Blocks of flats, three-room flat+",5077.666666666667,5134.0,4938.0,4742.0,5166.0,5852.0,1,2,2,Länsi-Pasila   (Helsinki )
80,00250,"Blocks of flats, three-room flat+",6198.0,6459.0,6339.0,6441.0,6895.0,6928.0,0,6,6,Taka-Töölö   (Helsinki )
86,00260,"Blocks of flats, three-room flat+",6924.5,6778.0,6706.0,7308.0,7413.0,7366.0,0,6,6,Keski-Töölö   (Helsinki )
92,00270,"Blocks of flats, three-room flat+",6238.0,6751.0,6171.0,5869.0,6475.0,5666.0,0,6,6,Pohjois-Meilahti   (Helsinki )
98,00280,"Blocks of flats, three-room flat+",5785.666666666667,5841.777777777777,5897.888888888889,5954.0,5106.0,6078.0,1,2,2,Ruskeasuo   (Helsinki )
116,00310,"Blocks of flats, three-room flat+",4106.0,4106.0,4106.0,4106.0,4106.0,4106.0,3,7,7,Kivihaka   (Helsinki )
122,00320,"Blocks of flats, three-room flat+",4833.0,5064.0,5384.0,4968.0,5158.0,5578.0,1,2,2,Etelä-Haaga   (Helsinki )
128,00330,"Blocks of flats, three-room flat+",5984.0,5999.0,6014.0,6357.0,6330.0,6757.0,0,6,6,Munkkiniemi   (Helsinki )
134,00340,"Blocks of flats, three-room flat+",3973.8,3955.4,3937.0,4307.5,4678.0,4678.0,1,2,2,Kuusisaari-Lehtisaari   (Helsinki )
140,00350,"Blocks of flats, three-room flat+",4508.0,5006.0,4836.0,4793.0,4613.0,5408.0,1,2,2,Munkkivuori-Niemenmäki   (Helsinki )
146,00360,"Blocks of flats, three-room flat+",4368.0,4430.0,4430.0,4430.0,4430.0,4430.0,1,2,2,Pajamäki   (Helsinki )
152,00370,"Blocks of flats, three-room flat+",2593.0,2488.0,2383.0,2735.0,3087.0,2630.0,2,5,5,Reimarla   (Helsinki )
158,00380,"Blocks of flats, three-room flat+",4604.0,4604.0,4604.0,4604.0,4604.0,4604.0,1,2,2,Pitäjänmäen teollisuusalue   (Helsinki )
164,00390,"Blocks of flats, three-room flat+",3226.0,3094.0,3275.0,3565.0,3655.0,3753.0,3,3,3,Konala   (Helsinki )
170,00400,"Blocks of flats, three-room flat+",3908.0,4097.0,4176.0,4078.0,3898.0,4165.0,3,7,7,Pohjois-Haaga   (Helsinki )
176,00410,"Blocks of flats, three-room flat+",2641.0,2499.0,2530.5,2562.0,2549.0,2549.0,2,5,5,Malminkartano   (Helsinki )
182,00420,"Blocks of flats, three-room flat+",3439.0,3091.0,2783.0,3023.0,2812.0,3311.0,3,3,3,Kannelmäki   (Helsinki )
194,00440,"Blocks of flats, three-room flat+",3204.0,3377.0,3451.0,3525.0,3673.0,4075.0,3,7,7,Lassila   (Helsinki )
200,00500,"Blocks of flats, three-room flat+",5850.0,5692.5,5535.0,5978.0,5870.0,5870.0,1,2,2,Sörnäinen   (Helsinki )
206,00510,"Blocks of flats, three-room flat+",5765.0,5786.0,6666.0,6679.0,6478.0,6703.0,0,6,6,Etu-Vallila - Alppila   (Helsinki )
212,00520,"Blocks of flats, three-room flat+",5022.0,5376.0,5407.0,5060.0,4845.0,6006.0,1,2,2,Itä-Pasila   (Helsinki )
218,00530,"Blocks of flats, three-room flat+",5431.0,6211.0,6304.0,6219.0,6008.0,6121.0,0,6,6,Kallio   (Helsinki )
230,00550,"Blocks of flats, three-room flat+",5302.5,5287.0,5886.0,5886.0,5886.0,5886.0,1,2,2,Vallila   (Helsinki )
236,00560,"Blocks of flats, three-room flat+",5934.0,6029.0,6124.0,5821.0,6032.0,6882.0,0,6,6,Toukola-Vanhakaupunki   (Helsinki )
242,00570,"Blocks of flats, three-room flat+",5278.0,5325.0,5718.0,5498.0,6277.0,6572.0,1,2,2,Kulosaari   (Helsinki )
254,00590,"Blocks of flats, three-room flat+",,,4691.0,4691.0,4691.0,4691.0,1,2,2,Kaitalahti   (Helsinki )
260,00600,"Blocks of flats, three-room flat+",3006.0,3006.0,3006.0,3006.0,3006.0,3006.0,3,3,3,Koskela-Helsinki   (Helsinki )
266,00610,"Blocks of flats, three-room flat+",5723.0,5278.0,5498.0,5600.0,5582.0,5869.0,1,2,2,Käpylä   (Helsinki )
272,00620,"Blocks of flats, three-room flat+",4331.875,4446.0,4465.0,4484.0,4484.0,4484.0,1,2,2,Metsälä-Etelä-Oulunkylä   (Helsinki )
278,00630,"Blocks of flats, three-room flat+",3003.0,3097.0,3191.0,2902.0,3792.0,3792.0,3,3,3,Maunula-Suursuo   (Helsinki )
284,00640,"Blocks of flats, three-room flat+",3344.0,3631.0,3751.5,3872.0,4184.0,3992.0,3,7,7,Oulunkylä-Patola   (Helsinki )
290,00650,"Blocks of flats, three-room flat+",3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3,3,3,Veräjämäki   (Helsinki )
320,00700,"Blocks of flats, three-room flat+",2731.0,2828.0,3112.0,3061.0,3010.0,2944.0,3,3,3,Malmi   (Helsinki )
326,00710,"Blocks of flats, three-room flat+",2539.0,2561.0,2583.0,2620.0,2753.0,2537.0,2,5,5,Pihlajamäki   (Helsinki )
332,00720,"Blocks of flats, three-room flat+",3114.0,3055.0,3145.0,2943.0,3300.0,2961.0,3,3,3,Pukinmäki-Savela   (Helsinki )
338,00730,"Blocks of flats, three-room flat+",2849.3333333333335,3013.6666666666665,3178.0,3269.0,3360.0,3136.0,3,3,3,Tapanila   (Helsinki )
344,00740,"Blocks of flats, three-room flat+",2353.5,2571.0,1772.0,2506.0,2411.0,1975.0,2,5,5,Siltamäki   (Helsinki )
350,00750,"Blocks of flats, three-room flat+",2249.125,2300.75,2352.375,2404.0,2404.0,2404.0,2,5,5,Puistola   (Helsinki )
362,00770,"Blocks of flats, three-room flat+",1647.3333333333333,1620.0,1624.0,1628.0,1711.0,1711.0,4,4,4,Jakomäki - Alppikylä   (Helsinki )
368,00780,"Blocks of flats, three-room flat+",2962.0,3046.0,3130.0,3214.0,3298.0,3298.0,3,3,3,Tapaninvainio   (Helsinki )
374,00790,"Blocks of flats, three-room flat+",4124.0,4303.5,4483.0,4435.0,4423.0,4411.0,1,2,2,Viikki   (Helsinki )
380,00800,"Blocks of flats, three-room flat+",5317.0,5325.0,5333.0,5263.0,4235.0,4235.0,1,2,2,Länsi-Herttoniemi   (Helsinki )
386,00810,"Blocks of flats, three-room flat+",4723.0,5155.0,4932.0,5341.0,5467.0,5588.0,1,2,2,Herttoniemi   (Helsinki )
392,00820,"Blocks of flats, three-room flat+",3391.5,3790.0,3841.0,3965.0,4167.5,4370.0,3,7,7,Roihuvuori   (Helsinki )
404,00840,"Blocks of flats, three-room flat+",3181.0,3314.5,3448.0,3500.0,3403.0,3320.0,3,3,3,Laajasalo   (Helsinki )
416,00870,"Blocks of flats, three-room flat+",2634.090909090909,2643.818181818182,2653.5454545454545,2663.272727272727,2673.0,2673.0,2,5,5,Etelä-Laajasalo   (Helsinki )
428,00900,"Blocks of flats, three-room flat+",2703.0,2605.0,2730.0,2652.0,2738.0,2785.0,2,5,5,Puotinharju   (Helsinki )
434,00910,"Blocks of flats, three-room flat+",2579.0,3020.0,3167.0,2885.0,3028.0,3507.0,3,3,3,Puotila   (Helsinki )
440,00920,"Blocks of flats, three-room flat+",2566.0,2570.0,2574.0,2729.0,2738.0,2777.0,2,5,5,Myllypuro   (Helsinki )
446,00930,"Blocks of flats, three-room flat+",2676.2,2689.8,2703.4,2717.0,2940.0,2940.0,2,5,5,Itäkeskus-Marjaniemi   (Helsinki )
452,00940,"Blocks of flats, three-room flat+",2058.0,1982.0,2181.0,2204.0,2341.0,2420.0,2,5,5,Kontula - Vesala   (Helsinki )
458,00950,"Blocks of flats, three-room flat+",,,3430.0,3586.0,3742.0,3898.0,3,7,7,Vartioharju   (Helsinki )
464,00960,"Blocks of flats, three-room flat+",2850.0,2884.0,2823.0,2762.0,2701.0,2701.0,2,5,5,Pohjois-Vuosaari   (Helsinki )
470,00970,"Blocks of flats, three-room flat+",2193.0,2139.0,1945.0,1989.0,2232.0,2210.0,2,5,5,Mellunmäki   (Helsinki )
476,00980,"Blocks of flats, three-room flat+",2963.0,3036.5,3110.0,3240.0,3030.0,3111.0,3,3,3,Etelä-Vuosaari   (Helsinki )
482,00990,"Blocks of flats, three-room flat+",4700.0,4396.0,4940.0,4659.0,4906.0,4906.0,1,2,2,Aurinkolahti   (Helsinki )
494,01150,"Blocks of flats, three-room flat+",,,,3054.0,3054.0,3054.0,3,3,3,Söderkulla   (Sipoo )
500,01200,"Blocks of flats, three-room flat+",1687.0,1659.0,1564.5,1470.0,1780.0,1780.0,4,4,4,Hakunila   (Vantaa )
518,01280,"Blocks of flats, three-room flat+",1685.0,1808.0,1846.5,1885.0,1895.5,1906.0,4,4,4,Länsimäki   (Vantaa )
524,01300,"Blocks of flats, three-room flat+",3333.0,3242.0,3520.0,3300.0,3246.0,3347.0,3,3,3,Tikkurila   (Vantaa )
536,01350,"Blocks of flats, three-room flat+",2528.0,2318.0,2387.0,2498.0,2319.0,2491.0,2,5,5,Hiekkaharju   (Vantaa )
542,01360,"Blocks of flats, three-room flat+",1754.0,1905.0,1767.0,1838.0,1830.0,1659.0,4,4,4,Koivukylä-Havukoski   (Vantaa )
548,01370,"Blocks of flats, three-room flat+",3028.0,3201.5,3375.0,3321.3333333333335,3267.6666666666665,3214.0,3,3,3,Jokiniemi   (Vantaa )
578,01450,"Blocks of flats, three-room flat+",2178.75,2241.5,2304.25,2367.0,2132.5,1898.0,2,5,5,Korso   (Vantaa )
584,01480,"Blocks of flats, three-room flat+",1827.0,1811.0,1795.0,1858.0,1921.0,1921.0,4,4,4,Mikkola   (Vantaa )
596,01510,"Blocks of flats, three-room flat+",3844.2,3857.6,3871.0,3806.0,4082.0,4082.0,3,7,7,Kirkonkylä-Veromäki   (Vantaa )
602,01520,"Blocks of flats, three-room flat+",3607.3333333333335,3778.0,3877.0,3740.5,3604.0,3604.0,3,7,7,Tammisto   (Vantaa )
614,01600,"Blocks of flats, three-room flat+",2294.0,2254.0,2285.0,2322.0,2273.0,2186.0,2,5,5,Myyrmäki   (Vantaa )
620,01610,"Blocks of flats, three-room flat+",3056.0,2719.5,2383.0,2579.0,3161.0,3311.0,3,3,3,Kaivoksela   (Vantaa )
626,01620,"Blocks of flats, three-room flat+",2244.0,2140.0,1859.0,1928.0,1882.0,2115.0,2,5,5,Martinlaakso   (Vantaa )
638,01640,"Blocks of flats, three-room flat+",3077.0,3077.0,3077.0,3077.0,3077.0,3077.0,3,3,3,Hämevaara   (Vantaa )
644,01650,"Blocks of flats, three-room flat+",1514.0,1514.0,1514.0,1514.0,1514.0,1514.0,4,0,0,Vapaala   (Vantaa )
674,01700,"Blocks of flats, three-room flat+",,,4002.0,3957.0,3926.0,3895.0,3,7,7,Kivistö   (Vantaa )
680,01710,"Blocks of flats, three-room flat+",2064.0,2246.0,2297.0,2505.0,2374.5,2244.0,2,5,5,Pähkinärinne   (Vantaa )
692,01730,"Blocks of flats, three-room flat+",1931.0,1931.0,1931.0,1931.0,1931.0,1931.0,2,5,5,Vantaanpuisto   (Vantaa )
710,01800,"Blocks of flats, three-room flat+",1698.1666666666667,1777.3333333333333,1856.5,1935.6666666666667,2014.8333333333335,2094.0,4,4,4,Klaukkala Keskus   (Nurmijärvi )
740,01900,"Blocks of flats, three-room flat+",1772.0,1890.0,1623.0,1741.0,1739.0,1739.0,4,4,4,Nurmijärvi Keskus   (Nurmijärvi )
752,02100,"Blocks of flats, three-room flat+",5625.0,5451.0,6112.0,5314.0,5825.0,5628.0,1,2,2,Tapiola   (Espoo )
758,02110,"Blocks of flats, three-room flat+",5142.0,5046.0,5211.333333333333,5376.666666666667,5542.0,5603.0,1,2,2,Otsolahti   (Espoo )
764,02120,"Blocks of flats, three-room flat+",4949.0,4967.0,5056.0,5145.0,5474.0,5414.0,1,2,2,Länsikorkee-Suvikumpu   (Espoo )
770,02130,"Blocks of flats, three-room flat+",4224.2,4293.8,4363.4,4433.0,4563.5,4694.0,1,2,2,Pohjois-Tapiola   (Espoo )
788,02160,"Blocks of flats, three-room flat+",4875.0,4875.0,4875.0,4875.0,4875.0,4875.0,1,2,2,Westend   (Espoo )
794,02170,"Blocks of flats, three-room flat+",4323.0,3793.0,4917.0,4547.0,4478.0,4703.0,1,2,2,Haukilahti   (Espoo )
806,02200,"Blocks of flats, three-room flat+",4437.0,4509.0,4581.0,4238.0,4585.0,4981.0,1,2,2,Niittykumpu   (Espoo )
812,02210,"Blocks of flats, three-room flat+",2768.0,2813.0,3072.0,2967.0,2862.0,2876.0,3,3,3,Olari   (Espoo )
818,02230,"Blocks of flats, three-room flat+",3554.0,3581.0,3480.0,3744.0,4170.0,4170.0,3,7,7,Matinkylä   (Espoo )
836,02260,"Blocks of flats, three-room flat+",2433.0,2433.0,2433.0,2433.0,2433.0,2433.0,2,5,5,Kaitaa   (Espoo )
860,02320,"Blocks of flats, three-room flat+",2858.0,2870.0,2685.0,2851.0,2498.0,2893.0,2,5,5,Espoonlahti   (Espoo )
866,02330,"Blocks of flats, three-room flat+",3977.0,3988.0,3999.0,3871.0,4168.0,4168.0,3,7,7,Saunalahti-Kattilalaakso   (Espoo )
878,02360,"Blocks of flats, three-room flat+",2350.0,2760.0,2467.0,2409.0,2681.0,2821.0,2,5,5,Soukka   (Espoo )
896,02400,"Blocks of flats, three-room flat+",2169.0,2002.0,1835.0,1668.0,1668.0,1668.0,4,4,4,Kirkkonummi Keskus   (Kirkkonummi )
902,02410,"Blocks of flats, three-room flat+",1421.0,1421.0,1421.0,1421.0,1421.0,1421.0,4,0,0,Gesterby   (Kirkkonummi )
914,02430,"Blocks of flats, three-room flat+",,,,1578.0,1578.0,1578.0,4,4,4,Masala   (Kirkkonummi )
986,02600,"Blocks of flats, three-room flat+",4017.0,3880.0,3971.0,4016.0,3950.0,4102.0,3,7,7,Etelä-Leppävaara   (Espoo )
992,02610,"Blocks of flats, three-room flat+",3409.0,3409.0,3409.0,3409.0,3409.0,3409.0,3,3,3,Kilo   (Espoo )
998,02620,"Blocks of flats, three-room flat+",2776.0,2528.0,2254.0,2476.0,2698.0,2908.0,2,5,5,Karakallio   (Espoo )
1010,02650,"Blocks of flats, three-room flat+",3576.0,3971.0,3697.0,3764.0,4079.0,3905.0,3,7,7,Pohjois-Leppävaara   (Espoo )
1028,02700,"Blocks of flats, three-room flat+",3895.0,4192.0,3936.0,4401.0,4083.0,4286.0,3,7,7,Kauniainen   (Kauniainen )
1034,02710,"Blocks of flats, three-room flat+",1860.0,2006.0,2343.0,2412.0,2767.0,2616.0,2,5,5,Viherlaakso   (Espoo )
1040,02720,"Blocks of flats, three-room flat+",3073.6,3034.3,2995.0,3086.0,3086.0,3086.0,3,3,3,Lähderanta   (Espoo )
1058,02750,"Blocks of flats, three-room flat+",3337.0,3337.0,3337.0,3337.0,3337.0,3337.0,3,3,3,Sepänkylä-Kuurinniitty   (Espoo )
1064,02760,"Blocks of flats, three-room flat+",2557.0,2757.0,3051.0,2819.0,2599.0,2550.0,2,5,5,Tuomarila-Suvela   (Espoo )
1070,02770,"Blocks of flats, three-room flat+",2582.764705882353,2594.176470588235,2605.5882352941176,2617.0,2363.0,2363.0,2,5,5,Espoon Keskus   (Espoo )
1076,02780,"Blocks of flats, three-room flat+",2725.0,2899.6666666666665,3074.3333333333335,3249.0,3249.0,3249.0,3,3,3,Kauklahti   (Espoo )
1112,02940,"Blocks of flats, three-room flat+",,,,,3236.0,3236.0,3,3,3,Lippajärvi-Järvenperä   (Espoo )
1130,03100,"Blocks of flats, three-room flat+",1638.4,1685.6,1732.8,1780.0,1858.0,1936.0,4,4,4,Nummela   (Vihti )
1166,03600,"Blocks of flats, three-room flat+",1007.7777777777778,998.8333333333334,989.8888888888889,980.9444444444445,972.0,972.0,5,1,9,Karkkila Keskus   (Karkkila )
1190,04130,"Blocks of flats, three-room flat+",2108.4,2202.2,2296.0,2860.0,2203.0,2203.0,2,5,5,Sipoo   (Sipoo )
1196,04200,"Blocks of flats, three-room flat+",2256.5,2080.0,1709.0,2159.0,2102.0,2530.0,2,5,5,Kerava Keskus   (Kerava )
1202,04220,"Blocks of flats, three-room flat+",2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2,5,5,Ahjo-Kaskela   (Kerava )
1208,04230,"Blocks of flats, three-room flat+",2077.0,2077.0,2077.0,2077.0,2077.0,2077.0,2,5,5,Pihkaniitty   (Kerava )
1220,04250,"Blocks of flats, three-room flat+",2404.0,2410.6666666666665,2417.3333333333335,2424.0,2424.0,2424.0,2,5,5,Alikerava   (Kerava )
1226,04260,"Blocks of flats, three-room flat+",1853.0,1868.3333333333333,1883.6666666666667,1899.0,2123.0,2123.0,2,5,5,Savio   (Kerava )
1232,04300,"Blocks of flats, three-room flat+",2250.0,2248.0,2246.0,2244.0,1947.0,2763.0,2,5,5,Hyrylä   (Tuusula )
1244,04320,"Blocks of flats, three-room flat+",1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,4,4,4,Riihikallio   (Tuusula )
1280,04400,"Blocks of flats, three-room flat+",2437.0,2184.0,2395.0,2157.0,2249.0,2765.0,2,5,5,Loutti   (Järvenpää )
1286,04410,"Blocks of flats, three-room flat+",1839.0,1962.5,2086.0,2116.0,1598.0,2763.0,2,5,5,Järvenpää Keskus   (Järvenpää )
1298,04430,"Blocks of flats, three-room flat+",2580.0,2580.0,2580.0,2580.0,2580.0,2580.0,2,5,5,Kinnari-Mikonkorpi   (Järvenpää )
1328,04600,"Blocks of flats, three-room flat+",1764.0,1764.0,1764.0,1764.0,1764.0,1764.0,4,4,4,Mäntsälä Keskus   (Mäntsälä )
1376,05400,"Blocks of flats, three-room flat+",2064.0,2064.0,2064.0,2064.0,2064.0,2064.0,2,5,5,Jokela   (Tuusula )
1424,05800,"Blocks of flats, three-room flat+",1980.0,1878.0,1835.0,2222.0,1841.0,1707.0,4,4,4,Hyvinkää Keskus   (Hyvinkää )
1436,05820,"Blocks of flats, three-room flat+",1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,4,0,0,Mustamännistö   (Hyvinkää )
1442,05830,"Blocks of flats, three-room flat+",1938.3333333333333,1973.1666666666667,2008.0,2008.0,2008.0,2008.0,2,5,5,Kirjavatolppa-Kruununpuisto   (Hyvinkää )
1460,05880,"Blocks of flats, three-room flat+",943.0,943.0,943.0,943.0,943.0,943.0,5,1,9,Paavola-Vaivero   (Hyvinkää )
1466,05900,"Blocks of flats, three-room flat+",1489.0,1417.5,1346.0,1533.5,1721.0,1289.0,4,0,0,Vieremä   (Hyvinkää )
1472,06100,"Blocks of flats, three-room flat+",2620.0,2773.0,2487.0,2638.0,2927.0,2956.0,2,5,5,Porvoo Keskus   (Porvoo )
1478,06150,"Blocks of flats, three-room flat+",1840.0,1840.0,1840.0,1840.0,1840.0,1840.0,4,4,4,Kevätkumpu   (Porvoo )
1496,06450,"Blocks of flats, three-room flat+",1411.0,1411.0,1411.0,1411.0,1411.0,1411.0,4,0,0,Eestinmäki-Ernestas   (Porvoo )
1664,07900,"Blocks of flats, three-room flat+",1748.0625,1733.375,1718.6875,1704.0,1704.0,1704.0,4,4,4,Loviisa Keskus   (Loviisa )
1712,08100,"Blocks of flats, three-room flat+",2111.0,2388.0,2432.0,1883.0,2041.0,2458.0,2,5,5,Lohja Keskus   (Lohja )
1724,08200,"Blocks of flats, three-room flat+",1031.0,1118.0,1094.0,1220.0,1139.0,1058.0,5,1,8,Ojamo   (Lohja )
1754,08700,"Blocks of flats, three-room flat+",1394.5263157894738,1420.6842105263158,1446.842105263158,1473.0,1141.0,809.0,4,0,0,Virkkala   (Lohja )
1760,08800,"Blocks of flats, three-room flat+",863.0,863.0,863.0,863.0,863.0,863.0,5,1,9,Kirkniemi   (Lohja )
1808,10300,"Blocks of flats, three-room flat+",1246.0,1190.6666666666667,1135.3333333333333,1080.0,1251.0,1273.0,5,1,8,Karjaa Keskus   (Raasepori )
1868,10600,"Blocks of flats, three-room flat+",2372.8,2296.4,2220.0,2296.0,2296.0,2296.0,2,5,5,Tammisaari Keskus   (Raasepori )
1886,10650,"Blocks of flats, three-room flat+",736.0,736.0,736.0,736.0,736.0,736.0,5,1,1,Flyet   (Raasepori )
1916,10900,"Blocks of flats, three-room flat+",1341.0,1229.0,1900.0,1248.0,1206.0,2155.0,4,4,4,Hanko Keskus   (Hanko )
1934,11100,"Blocks of flats, three-room flat+",1437.0,1199.0,1516.0,1522.0,1583.0,1469.0,4,0,0,Riihimäki Keskus   (Riihimäki )
1940,11120,"Blocks of flats, three-room flat+",1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,5,1,8,Pohjois-Riihimäki   (Riihimäki )
1946,11130,"Blocks of flats, three-room flat+",1348.0,1317.6666666666667,1287.3333333333333,1257.0,1092.5,928.0,4,0,0,Peltosaari-Patastenmäki   (Riihimäki )
2000,12400,"Blocks of flats, three-room flat+",997.0,997.0,997.0,997.0,997.0,997.0,5,1,9,Tervakoski   (Janakkala )
2030,13100,"Blocks of flats, three-room flat+",2014.0,2265.0,2162.0,1731.0,1732.0,1989.0,2,5,5,Hämeenlinna Keskus   (Hämeenlinna )
2042,13130,"Blocks of flats, three-room flat+",1440.3333333333333,1375.6666666666667,1311.0,1423.0,1371.0,1650.0,4,0,0,Kauriala   (Hämeenlinna )
2048,13200,"Blocks of flats, three-room flat+",2316.0,2316.0,2316.0,2316.0,2316.0,2316.0,2,5,5,Keinusaari   (Hämeenlinna )
2054,13210,"Blocks of flats, three-room flat+",1227.857142857143,1295.2857142857142,1362.7142857142858,1430.142857142857,1497.5714285714284,1565.0,4,0,0,Hätilä   (Hämeenlinna )
2096,13500,"Blocks of flats, three-room flat+",1008.0,1008.0,1008.0,1008.0,1008.0,1008.0,5,1,9,Jukola   (Hattula )
2102,13600,"Blocks of flats, three-room flat+",1085.0,1085.0,1085.0,1085.0,1085.0,1085.0,5,1,8,Ojoinen   (Hämeenlinna )
2138,14200,"Blocks of flats, three-room flat+",1087.0,1087.0,1087.0,1087.0,1087.0,1087.0,5,1,8,Turenki   (Janakkala )
2198,15100,"Blocks of flats, three-room flat+",1935.0,1957.6666666666667,1980.3333333333333,2003.0,2131.0,1998.0,2,5,5,Lahti Asemanseutu   (Lahti )
2204,15110,"Blocks of flats, three-room flat+",2088.0,2262.5,2437.0,2254.0,1917.0,2229.0,2,5,5,Keski-Lahti   (Lahti )
2210,15140,"Blocks of flats, three-room flat+",2491.0,2096.0,2126.0,2447.0,2421.0,2488.0,2,5,5,Kartano-Paavola   (Lahti )
2216,15150,"Blocks of flats, three-room flat+",1429.0,1437.0,1445.0,1766.0,1766.0,1766.0,4,4,4,Möysä   (Lahti )
2228,15170,"Blocks of flats, three-room flat+",920.0,911.0,902.0,893.0,884.0,1173.0,5,1,9,Tenava-Tonttila   (Lahti )
2234,15200,"Blocks of flats, three-room flat+",1077.6470588235295,1056.235294117647,1034.8235294117649,1013.4117647058824,992.0,992.0,5,1,9,Kiveriö   (Lahti )
2240,15210,"Blocks of flats, three-room flat+",1409.0,1308.0,1141.0,1225.0,1372.0,1318.0,4,0,0,Kivistönmäki   (Lahti )
2252,15240,"Blocks of flats, three-room flat+",1011.3333333333334,1027.6666666666667,1044.0,1081.0,1054.0,1027.0,5,1,8,Mukkula   (Lahti )
2282,15500,"Blocks of flats, three-room flat+",876.9285714285714,864.2857142857142,851.6428571428571,839.0,839.0,839.0,5,1,9,Liipola   (Lahti )
2288,15520,"Blocks of flats, three-room flat+",1258.142857142857,1232.4285714285713,1206.7142857142858,1181.0,1181.0,1181.0,4,0,0,Saksala   (Lahti )
2300,15550,"Blocks of flats, three-room flat+",946.0,946.0,946.0,946.0,946.0,946.0,5,1,9,Rakokivi   (Lahti )
2324,15700,"Blocks of flats, three-room flat+",1692.0,1407.0,1626.0,1845.0,2064.0,2064.0,4,4,4,Hennala-Jokimaa   (Hollola )
2330,15800,"Blocks of flats, three-room flat+",1544.0,1544.0,1544.0,1544.0,1544.0,1544.0,4,4,4,Kärpänen   (Lahti )
2342,15830,"Blocks of flats, three-room flat+",964.8571428571429,946.2857142857142,927.7142857142857,909.1428571428571,890.5714285714286,872.0,5,1,9,Metsäkangas   (Lahti )
2360,15860,"Blocks of flats, three-room flat+",955.25,957.0,958.75,960.5,962.25,964.0,5,1,9,Kartano   (Hollola )
2366,15870,"Blocks of flats, three-room flat+",951.0,951.0,951.0,951.0,951.0,951.0,5,1,9,Salpakangas   (Hollola )
2372,15880,"Blocks of flats, three-room flat+",646.0,646.0,646.0,646.0,646.0,646.0,5,1,1,Soramäki   (Hollola )
2384,15950,"Blocks of flats, three-room flat+",1515.0,1492.0,1521.75,1551.5,1581.25,1611.0,4,4,4,Kiikkula   (Lahti )
2414,16300,"Blocks of flats, three-room flat+",771.0,771.0,771.0,771.0,771.0,771.0,5,1,1,Orimattila Keskus   (Orimattila )
2480,17200,"Blocks of flats, three-room flat+",,,1176.0,1176.0,1176.0,1176.0,5,1,8,Vääksy Keskus   (Asikkala )
2504,18100,"Blocks of flats, three-room flat+",1236.0,1182.0,1128.0,1229.0,1392.0,1086.0,4,0,0,Heinola Keskus   (Heinola )
2516,18130,"Blocks of flats, three-room flat+",807.0,807.0,807.0,807.0,807.0,807.0,5,1,9,Tommola-Sahanniemi   (Heinola )
2642,20100,"Blocks of flats, three-room flat+",3180.0,3164.0,3298.0,3504.0,3369.0,3438.0,3,3,3,Turku Keskus   (Turku )
2648,20200,"Blocks of flats, three-room flat+",2543.076923076923,2591.3076923076924,2639.5384615384614,2687.769230769231,2736.0,2736.0,2,5,5,Iso-Heikkilä   (Turku )
2654,20210,"Blocks of flats, three-room flat+",1124.0,1060.5,997.0,1245.0,1183.0,1183.0,5,1,8,Pahaniemi   (Turku )
2660,20240,"Blocks of flats, three-room flat+",1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,5,1,8,Pansio-Perno   (Turku )
